Course Name,Prerequisites,Credits,Course Length,Grade Year,is AP,is Honors,Course Description,Department,Number
ARCHITECTURE CAD 2 (735),Successful completion of Architecture CAD 1 or demonstration of comparable proficiencies.,5.0,Full Year,10-12,False,False,Architecture CAD 2 provides students interested in architecture with knowledge and experience related to broad and open-ended design scenarios.  The course combines CAD skills learned in Architecture CAD 1 with a series of visualization activities and an overview of the “real world” design process.  Students will develop materials that can be used in their college application portfolio.  The course will also appeal to students interested in the building trades and interior design.,Technology Design and Engineering,214
ELECTRONIC SYSTEMS (725),A minimum grade of C in Electrical/Computer Science/Engineering or demonstration of comparable proficiencies.,5.0,Full Year,10-12,False,False,Electronics Systems provides students with a comprehensive overview of DC electricity fundamentals and an introduction to digital electronics.  Students through a series of lab experiences and design projects will become familiar with voltage current and power as well as digital circuit analysis design and application.  This course is recommended for students interested in engineering computers and/or physics-related careers.,Technology Design and Engineering,215
ENGINEERING & PRODUCT DESIGN CAD 2 (745),Successful completion of Introduction to Computer Assisted Design or Engineering & Product Design CAD 1 or demonstration of comparable proficiencies.,,5 Credits,,False,False,Grades 10-12 Engineering and Product Design CAD 2 provides students interested in engineering and computer modeling careers with the knowledge and skills to develop intricate computer models/animations of solutions to technological problems. The course combines prerequisite CAD skills with open-ended design scenarios. Included in the course will be the use of CIM and CAM techniques to produce additive and subtractive models.  At the conclusion of this course students will be eligible to sit for the Autodesk Inventor/Fusion badging certificate.  As a dual enrollment course students who earn a minimum grade of “C” in this course are eligible to receive dual enrollment credit for MET 103 Engineering Graphics & Intro to CAD from NJIT.,Technology Design and Engineering,216
INDEPENDENT STUDY IN TECHNOLOGY (746 747),A minimum grade of B in one of the specified technology sequences is a good predictor for success in this course or demonstration of comparable proficiencies.,5.0,Semester,11-12,False,False,This course is offered to students who have successfully completed both Level 1 and Level 2 courses in one of the following areas:  Architecture/Engineering CAD Automotive Mechanics Technology and Design Fashion Visual/Graphic Communication or Woods/Stagecraft.  The student must contract with a sponsoring technology teacher in one of the areas specified.  The nature and detail of the work to be completed by the student must be mutually agreed upon prior to the beginning of the course.  This course is for students who intend to enter design-related competitions and/or develop a college admissions portfolio.,Technology Design and Engineering,217
ROBOTICS (750),Successful completion of Technology & Design 1 Electrical/Computer Science/Engineering or demonstration of comparable proficiencies.,5.0,Full Year,10-12,False,False,This course presents an overview of robotics in practice and includes the following topics: motion planning mobile mechanisms sensors control mechanisms and programming. Students in this course will become familiar with electronic mechanical and pneumatic systems common to robots and the techniques used to program controllers and robots.  This class will focus on the application of course topics through the planning development programming and testing of solutions to a series of design problems.  Students are expected to participate in a state/national robotics competition as part of the course.,Technology Design and Engineering,218
WOOD TECHNOLOGY 1 (717),None.,5.0,Full Year,9-12,False,False,Wood Technology 1 is an introductory course that provides students with the opportunity to learn the skills and processes associated with various types of woodworking.  Through hands-on projects that use woodworking tools and techniques students develop competence with woodworking safety project planning and layout basic project construction joinery manufacturing production and construction systems.  Students plan and construct projects aligned with their interests and abilities.,Technology Design and Engineering,219
WOOD TECHNOLOGY 2 (727),Successful completion of Wood Technology 1.,5.0,Full Year,10-12,False,False,Wood Technology 2 is an advanced-level course that provides students with the opportunity to expand their woodworking skills through hands-on design and guided instruction.  In addition to developing more advanced woodworking techniques students enhance initial skills acquired in Wood Technology 1.  Students develop advanced techniques for laying out and planning projects constructing projects performing joinery techniques and mass-producing products.  Students also have the opportunity to be involved in a local construction service project.,Technology Design and Engineering,220
STAGECRAFT 1 (723),None.,5.0,Full Year,9-12,False,False,Stagecraft 1 is intended for students who have an interest in stage/set design and construction and/or lighting/sound management.  Students will learn the fundamentals of set/scenery design and theater layout.  Students learn how to safely construct scenery and sets and to operate the various types of lighting and sound equipment associated with theatrical productions.  After-school participation with school productions is not required for the class.,Technology Design and Engineering,221
STAGECRAFT 2 (733),Successful completion of Stage Craft 1 or demonstration of comparable proficiencies.,5.0,Full Year,10-12,False,False,Stagecraft 2 provides students interested in theater set design and construction and/or theater lighting an opportunity to expand the skills learned in StageCraft 1.  Through a series of hands-on design projects students will acquire the knowledge and skills necessary to manage and organize a production.  This course is for the student who has a serious interest in theater arts.  After-school participation with school productions is not required for this class.,Technology Design and Engineering,222
AP COMPUTER SCIENCE PRINCIPLES (752),None.,5.0,Full Year,11-12,True,False,AP Computer Science Principles introduces students to the central ideas of computer science and instills the central ideas and practices of computational thinking.  The course is designed to be an equivalent of a first semester introductory college computing course and will provide students with an overview of knowledge and practices that will enable students to develop creative computational artifacts and analyze computational data information or knowledge.Rather than focus on a specific programming language this course focuses on using technology and programming in an iterative process similar to what artists writers computer scientists and engineers use to bring ideas to life. Through class instruction and individual as well as collaborative application of concepts principles and understandings to a series of design scenarios/problems students will develop the language knowledge skills and aptitudes to address computational-related issues.  Major areas of study include: creativity and computing abstraction data and information algorithms programming the internet and the global impact of computing.,Technology Design and Engineering,223
AP COMPUTER SCIENCE PRINCIPLES: ENGINEERING (755),None.,5.0,Full Year,11-12,True,False,The AP Computer Science Principles: Engineering course provides a hands-on introduction to the fundamental concepts of computer science and computational thinking using real-world problem-solving challenges to increase student engagement. This course which is designed to be equivalent to a first-semester introductory college computing course will guide students as they use technology and programming in an iterative design process. Students will develop creative computational artifacts and analyze computational data. Through the application of engineering design principles used in ITEEA’s Engineering by Design curriculum students will explore computer science concepts at a deeper level. Major areas of study include: creativity and computing abstraction data and information algorithms programming the internet and the global impact of computing.,Technology Design and Engineering,224
TECHNOLOGY & DESIGN 3 (748),Successful completion of Technology and Design 2 or demonstration of comparable proficiencies.,2.5,Semester,11-12,False,False,Technology and Design 3 provides students with an opportunity to expand on the concepts and skills developed in Technology and Design 2.  The student must contract with a sponsoring technology teacher in Tech and Design.  Students will develop and refine technology design and engineering skills through the leading/directing of collaborative teams that focus on a local state and/or national design scenario project and competition.   Students in Technology & Design 3 are expected to be deeply committed to a specific project/competition (must be approved by the teacher) and utilize the class to independently research design develop build test evaluate and present their design ideas.,Technology Design and Engineering,225
TECHNOLOGY: TODAY AND TOMORROW (751),None.,2.5,Semester,11-12,False,False,Technology: Today and Tomorrow is a semester elective for juniors and seniors who want to expand their understanding of how technology shapes and is shaped by culture and society.  In an interesting multi-media manner with extensive hands-on projects/assignments this course will provide students with an interactive opportunity to explore the major modern areas of technology engineering and design that impact the daily lives of most people and/or promise to do so in the future.  Topics in the course include: 1) Tools Machines and Materials that Changed the World: From Monster Machines to Nanotechnology 2) The Evolution of Energy Power and Transportation Technologies: Getting Lean and Green 3) The Evolution of Buildings and Structures: How Tall and Far Can They Go? 4) The Evolution of Communications: How Computers Cell Phones and 3-D Imagery are Changing the World 5) Space – The Final Frontier: Are You Ready to Go? 6) Biotechnology and its Impact on Society 7) The Military and its Role in Technology Transfer 8) All This Stuff – Where Does It All Go? 9) Big Disasters: Learning from Colossal Engineering Failures and 10) Amazing Inventions and Inventors.,Technology Design and Engineering,226
INDEPENDENT STUDY IN TECHNOLOGY (746 747),A minimum grade of B in one of the specified technology sequences is a good predictor for success in this course or demonstration of comparable proficiencies.,2.5,Semester,11-12,False,False,This course is offered to students who have successfully completed both Level 1 and Level 2 courses in one of the following areas:  Architecture/Engineering CAD Automotive Mechanics Technology and Design Fashion Visual/Graphic Communication or Woods/Stagecraft.  The student must contract with a sponsoring technology teacher in one of the areas specified.  The nature and detail of the work to be completed by the student must be mutually agreed upon prior to the beginning of the course.  This course is for students who intend to enter design-related competitions and/or develop a college admissions portfolio. Students can obtain the application for the Independent Study from their school counselor. The deadline for students to complete the application for an Independent Study is the last day of school in June.,Technology Design and Engineering,227
CERAMICS 1 (811),None.,5.0,Full Year,9-12,False,False,This full-year course is an introductory level pottery course.  The hand-building methods of pinch coil and slab techniques used in Ceramic construction will be presented. Students will also learn additive and subtractive sculptural techniques.  Basic wheel throwing techniques will be introduced as well as surface decoration and glazing techniques.  Ceramic sculpture is explored with inspiration from artists from the past and present throughout the world.  Students in this course will develop a comprehensive knowledge of aesthetics and art criticism.,Visual Arts,228
CERAMICS 2 (842),Successful completion of Ceramics 1.,5.0,Full Year,10-12,False,False,The Ceramics 2 course continues the study of various Ceramic hand building sculptural processes.  This course will integrate the design and construction of Ceramic ware using the full spectrum of artistic tools techniques and materials.  Students will also learn advanced surface decoration and glazing techniques/methods.  Art history criticism aesthetics and careers will be studied with a focus on Ceramics.  This course is highly recommended for but not exclusive to students interested in art and art related careers.  This class will serve as a recommended prerequisite for students preparing for Advanced Placement Studio Art in Ceramics/3D Design.,Visual Arts,229
CREATIVE PHOTOGRAPHY 1 (827),None.,5.0,Full Year,9-12,False,False,Creative Photography is a full-year course in which students will explore the creative and technical skills required to produce an artistic photographic image.  This course provides units of study that include a thorough knowledge of the DSLR 35mm camera and Adobe Photoshop editing software. . Students will have the opportunity to build a strong photographic foundation to develop an individual approach to seeing thinking and creating. Students will recognize the works and contributions of master photographers and will evaluate their work and the work of others through the critique process.,Visual Arts,230
CREATIVE PHOTOGRAPHY 2 (829),Successful completion of Creative Photography 1.,5.0,Full Year,10-12,False,False,In this course experienced photography students apply the skills learned in their first year of photography to create advanced imagery.  In Creative Photography 2 students will encounter a wide range of digital photographic processes including: color printing Photoshop photographic manipulation multiple images photographic sculptures solarization and others.  This course will elaborate upon the photographic techniques and processes covered in Creative Photography 1 in a digital format and explore careers in the photographic industry.  Students will be inspired by the work of both modern and traditional photography masters. This class will serve as a recommended prerequisite for students preparing for Advanced Placement Studio Art in Photography.,Visual Arts,231
COSTUME DESIGN (809),,5.0,Full Year,9-12,False,False,In this course students will be introduced to the practice theory and history of costume design. They will be exposed to the different disciplines of costume design including theater film and dance with a focus on costume design for live performance. Students will learn how to develop concepts identify and apply research and design costumes for specific characters. Students will also examine fashion history and contextualize specific design processes. Students will work on weekly projects to develop their eyes and skills in color proportion history character and text analysis. Upon successful completion of this course students will possess an introductory knowledge of costume design practice and a finalized costume design portfolio.,Visual Arts,232
DIGITAL IMAGING 1 (812),None.,5.0,Full Year,9-12,False,False,This full-year introductory level course explores the creative and technical skills required to build a strong foundation in a variety of digital media.  This course provides a multifaceted artistic experience which includes digital photography video and animation.  Students have the opportunity to develop and produce images utilizing various software programs.  This is an exciting and comprehensive course of study for any student interested in the digital art world. In the Mac lab students will learn to use Adobe Photoshop Maya and iMovie software. Students will also study digital artists participate in self/class critique and understand aesthetics.,Visual Arts,233
DIGITAL IMAGING 2 (813),Successful completion of Digital Imaging 1.,5.0,Full Year,10-12,False,False,This full-year advanced level course will challenge students to create advanced digital images videos 2-D interactive games and 2-D and 3-D animations.  Students will explore the advanced creative and technical skills to master the media of digital imaging. In the Mac lab students will learn and utilize Photoshop Illustrator Painter and Maya software. This is an exciting and comprehensive class for any student with an interest in the digital art world.  As with all the art classes students will learn about digital artists throughout the world and participate in self/class critique.  This class will serve as a recommended prerequisite for students preparing for Advanced Placement Studio Art in Digital Imaging.,Visual Arts,234
DRAWING (814),None.,5.0,Full Year,9-12,False,False,In this full-year course students develop the ability to observe record perceive explore imagine and create through the process of drawing.  Students will learn drawing processes and explore various forms of media such as: graphite colored pencils charcoal watercolor and pen and ink.  Emphasis is placed on experimental drawing techniques mixed media and printmaking techniques.  The drawing styles of the great master artists will be explored as well as styles from current artists around the world in addition to self/class critiques.  This class will serve as a suggested preparation for students interested in Advanced Placement Studio Art in Drawing/Design.,Visual Arts,235
METAL ARTS 1 (818),None.,5.0,Full Year,9-12,False,False,This full-year course offers students an opportunity to explore the multifaceted world of metal sculpture and jewelry design.  Students are provided with the opportunity to learn basic metal sculptural processes and will develop skills in design using various metals and wire.  The techniques used to create unique one of a kind sculptural and jewelry constructions include sawing piercing wire forming and soldering.,Visual Arts,236
METAL ARTS 2 (819),Metal Arts 1.,5.0,Full Year,10-12,False,False,This full-year advanced level metals course will further offer students an opportunity to explore advanced skills in metal sculpture and jewelry design. Students will learn advanced technical metal sculptural processes such as casting stone setting and forging and will further develop skills in design and production. Students will also be exposed to new processes and techniques to help them take their metal arts designs to a more advanced level. This class will serve as a recommended prerequisite for students preparing to take Advanced Placement Studio Art in 3D Design.,Visual Arts,237
PAINTING (833),None.,5.0,Full Year,9-12,False,False,This full-year introductory course is designed for all students seeking a strong foundation in the medium of painting.  Various painting styles and media will be explored as the class progresses and students will be inspired by the work of both modern and traditional artists.  Different painting media are taught including oil acrylic and watercolor.  Students will learn to use various techniques to create works of art in realistic abstract and non-objective styles. This class will serve as a suggested preparation for students interested in Advanced Placement Studio Art in Drawing/Design.,Visual Arts,238
PORTFOLIO DEVELOPMENT (837),Successful completion of Visual Arts Drawing or Painting.,5.0,Full Year,10-12,False,False,In this course a variety of media are explored on a comprehensive level.  Emphasis will be placed on improving skills and techniques in artwork preparation and execution with exposure to an extensive background in art history criticism and aesthetics.  A portfolio of work that will demonstrate the range of each student’s skills and abilities will be developed.  This course serves as a prerequisite for students preparing for Advanced Placement Studio Art in painting drawing or 2-dimensional design.  Students will also become familiar with career opportunities in the arts.,Visual Arts,239
SCULPTURE (821),None.,5.0,Full Year,9-12,False,False,This full-year course is designed to introduce students to the two basic sculptural processes additive and subtractive which will be used in the creation of three-dimensional forms.  This course integrates the four basic methods of producing sculpture in a series of studio experiences which include skill development in modeling carving constructing and assembling.  Studio work will include relief sculpture sculpture in the round assemblage construction and kinetic sculpture.  The full spectrum of sculptural tools techniques and materials will be utilized.  Students will have the opportunity to work with a variety of media including clay wood wire plaster metal fiber plastic cardboard paper and found objects. Art history criticism aesthetics and careers will be studied.,Visual Arts,240
TELEVISION PRODUCTION (820),None.,5.0,Full Year,9-12,False,False,This full-year class is an introductory course for all students seeking a strong foundation in all aspects of TV production.  Basic training on TV studio and portable video equipment is provided and students will gain an understanding of the production and postproduction processes.  Hands-on training is obtained by producing studio projects in digital video media and in a state-of-the-art television studio.,Visual Arts,241
ADVANCED TELEVISION PRODUCTION (830),Successful completion of Television Production.,5.0,Full Year,10-12,False,False,In this course experienced television students apply the skills learned in Television Production to produce programs used throughout the school and district thereby furthering their skills in television production. Students will learn more advanced theories in television in addition to the history of television. Students are introduced to digital video technology through the use of digital video (DV) cameras and computer editing and to multiple camera electronic field production through the use of a sophisticated remote production vehicle. While participating in a more in-depth study of the medium of television students will produce programs of many formats including information entertainment community service and public relations. Many of the activities are related to the production of programs for broadcast over cable TV.  Students will be inspired by the work of both modern and traditional television masters.,Visual Arts,242
TV NEWS/AM WIRED (840),Successful completion of Television Production and written entrance test.,5.0,Full Year,10-12,False,False,In this course experienced television students apply the skills learned in Television Production to produce a morning announcement/news program for Livingston High School thereby furthering their skills in TV journalism.  While participating in a more in-depth study of electronic newsgathering and studio production students will create a daily program that is both informative and entertaining to viewers.  Students will also use advanced skills to produce this daily five-minute program while examining numerous news shows and exploring various journalistic approaches.  Through experimentation the limits of the five-minute time slot will be stretched and the full potential of this format will be realized.  Students will develop methods of monitoring the show’s effectiveness at informing educating and entertaining its audience as well as assessing its impact upon public relations and community service.  A grade of “B” or higher in Television Production is a good predictor of success in this course.,Visual Arts,243
VISUAL ARTS (810),None.,5.0,Full Year,9-12,False,False,This full-year course is an introductory level class for all students seeking a strong foundation in the Visual Arts and who seek an outlet for creative expression.  Students will be exposed to a full spectrum of artistic tools techniques and materials as well as art history criticism and aesthetics.  The Elements of Art and Principles of Design are the focus of this course giving students a vehicle for their creativity.  This course may serve as a prerequisite for students preparing for Advanced Placement Studio Art and is recommended for students with an interest in art or an art-related career.,Visual Arts,244
AP STUDIO ART (850 850A 850C 850D),Portfolio review and successful completion of two sequential full year courses in the area of concentration.,5.0,Full Year,11-12,True,False,Completion of a summer assignment is required for this course. This full-year Advanced Placement Studio Art course provides high school students with college-level studio art experiences leading to a portfolio of work for evaluation by the College Board.  The portfolio is the vehicle through which students can demonstrate their ability to deal with the fundamental concerns of the Visual Arts and earn credit and/or advanced placement at the college level.  AP Studio Art students create a portfolio of work to demonstrate the artistic skills and ideas they have developed refined and applied over the course of the year to produce visual compositions. The AP Program offers three studio art courses and portfolios: Two-Dimensional Design Three-Dimensional Design and Drawing — corresponding to the most common college foundation courses. Students may choose to submit any or all of the Drawing Two-Dimensional Design or Three-Dimensional Design portfolios. Students may apply to study in the following media: drawing painting printmaking photography 2-dimensional design sculpture ceramics metal arts and digital imaging.  It is expected that all students take the AP Studio Art exam in May.* AP STUDIO ART - DRAWING PORTFOLIO (850): The Drawing Portfolio shows aptitude and study of realistic/observational skills. The medium need not be limited to drawing only; it may also encompass painting and or anything else that is 2-dimensional in nature.* AP STUDIO ART - DESIGN PORTFOLIO (850): The Design Portfolio shows aptitude and study of the basic “Principles of Design” such as rhythm movement balance proportion variety emphasis harmony and unity.  The subject matter is generally not completely realistic and can be abstract in nature.* AP STUDIO ART – 2D DESIGN - PHOTOGRAPHY PORTFOLIO (850A): The Photography Portfolio shows students’ exploration into various techniques and media. Students will further develop their personal voice in the Visual Arts as they work in photography. They are expected to become independent thinkers and to apply their knowledge of the Elements of Art and Principles of Design to their photographs in order to demonstrate mastery of two-dimensional design skills and concepts.* AP STUDIO ART – 3D DESIGN – CERAMICS/METAL ARTS/SCULPTURE (850C): The 3D Design Portfolio consists of Ceramics Metal Arts Sculpture or Digital 3D Design. Students are expected to become independent thinkers and to apply their knowledge of the Elements of Art and Principles of Design to their work in a variety of media in order to demonstrate mastery of three-dimensional design skills and concepts.* AP STUDIO ART – 2D DESIGN - DIGITAL IMAGING (850D): The Digital Imaging Portfolio shows students’ advanced digital images videos 2-D interactive games and 2-D and 3-D animations.  Students will continue to explore advanced creative and technical skills to master the media of digital imaging. In the Mac lab students will utilize Flash Photoshop Illustrator Painter Maya and iMovie software to create a portfolio of work.,Visual Arts,245
AP ART HISTORY (851),None.,5.0,Full Year,10-12,True,False,Completion of a summer assignment is required for this course.This full-year Advanced Placement Art History course provides students with a college level course that explores the nature of art art making and responses to art.  The focus of the course is to develop an understanding of studies in architecture sculpture painting and other art forms within historical and cultural contexts.  In this course students will examine major forms of artistic expressions and art movements from ancient times to the present and include a variety of non-western works of art.  Students will become active participants in the global art world engaging with its form and content. They will experience research discuss read and write about art artists art making responses to and interpretations of art. Students will learn to examine and critically analyze works of art with intelligence and sensitivity. No prior experience in the history of art is assumed; indeed students who have done well in other humanities courses such as History and Literature or in any of the Studio Arts are especially encouraged to enroll. While the course does not assume prior training or seek primarily to identify students who will major in art history in college it does require a high degree of commitment to academic work and to the purpose of a program designed to meet college standards. It is expected that all students take the AP Art History exam in May.,Visual Arts,246
INDEPENDENT STUDY IN VISUAL ARTS (843 845) or TV (841),ART  Completion of AP Studio Art.,,2.5 or 5 Credits,,False,False,Grades 11-12 Art: This course is offered to students who have successfully completed an Advanced Placement Studio Art course with a minimum of a “B” average in the selected area of study.  Independent Study in Art must correspond with the selected area of study of the completed AP Studio Art course. TV: This course is offered to students who have successfully completed both TV Production and Advanced TV Production with a minimum of a “B” average.The student must contact a sponsoring teacher in the specific discipline requested.  Prior to the approval of this study the student with the input from the sponsoring teacher must also complete an application.  The application outlines the scope and sequence benchmarks specific works to be completed as well as assessments.  Admission to the program must be approved by the sponsoring teacher the Supervisor of Visual and Performing Arts and an Assistant Principal. The deadline for students to complete the application for an Independent Study is the last day of school in June.,Visual Arts,247
MURAL PAINTING AND DESIGN (834),None.,2.5,Semester,9-12,False,False,This semester course is a collaborative art course which emphasizes student group participation in mural painting and design. Students will learn about the history of mural painting learn how to propose a design/plan as well as how to execute a mural within a group. Students will also learn about visual symbols composition proportion/scale drawings drawing and digital design color theory and group cooperation. Finally students will understand how to take a concept from an idea to a visual representation as well as how to create large scale site-specific paintings.,Visual Arts,248
PRINTMAKING (844),None.,2.5,Semester,9-12,False,False,This semester course explores the medium of printmaking in both relief and intaglio format.  Students will learn the technical aspect of creating prints using a printing press as they incorporate the Elements of Art aesthetic standards and Principles of Design into their work.  A portfolio of prints will be developed as students learn to create their own work.  Types of prints to be created include: collagraph dry point wood block linoleum; including single and multiple color plates reductive printmaking as well as monoprinting.,Visual Arts,249
INDEPENDENT STUDY IN VISUAL ARTS (843 844) or TV (841),ART  Completion of AP Studio Art or Completion of both TV Production and Advanced TV Production.,,2.5 or 5 Credits,,False,False,Grades 11-12 Art: This course is offered to students who have successfully completed an Advanced Placement Studio Art course with a minimum of a “B” average in the selected area of study.  Independent Study in Art must correspond with the selected area of study of the completed AP Studio Art course. TV: This course is offered to students who have successfully completed both TV Production and Advanced TV Production with a minimum of a “B” average.The student must contact a sponsoring teacher in the specific discipline requested.  Prior to the approval of this study the student with the input from the sponsoring teacher must also complete an application.  The application outlines the scope and sequence benchmarks specific works to be completed as well as assessments.  Admission to the program must be approved by the sponsoring teacher the Supervisor of Visual and Performing Arts and an Assistant Principal. Students can obtain the application for the Independent Study from their school counselor. The deadline for students to complete the application for an Independent Study is the last day of school in June.,Visual Arts,250
CHINESE 1 CP (510),None.,5.0,Full Year,9-12,False,False,The goal of Level 1 courses is for students to be able to communicate in the target language using words lists memorized phrases and simple sentences. Level 1 courses are the foundation courses in which basic communication skills pertaining to everyday topics are learned.  Students are introduced to the four language domains of listening speaking reading and writing through the use of active learning strategies media and technology.  Basic language usage and cultural awareness are developed through the sequential building of vocabulary and basic grammatical concepts. At the completion of a Level 1 course the majority of students are expected to perform at the Novice-Mid to Novice-High range of language proficiency.  Students enrolled in these courses are expected to participate in the target language activities in class.*In the Level 1 Chinese course simple writing in simplified or traditional characters will be introduced.  Reading text is mostly based on Pinyin Romanization.,World Language,251
CHINESE 2 CP (520),Successful completion of Chinese 1.,5.0,Full Year,9-12,False,False,The goal of Level 2 courses is for students to be able to communicate in the target language in simple sentences and to handle simple transactions related to everyday life. The four language domains of listening speaking reading and writing continue to be developed with an emphasis on expanding vocabulary and improving the student’s ability to understand and use important grammatical concepts. Language usage and cultural knowledge continue to be developed through the sequential building of the interpretive interpersonal and presentational modes of communication. At the completion of a Level 2 course the majority of students are expected to perform at the Novice-High range of language proficiency.  Students enrolled in these courses are expected to communicate primarily in the target language in class.*In Level 2 Chinese writing in simplified or traditional characters will be further developed. Reading text is based on Chinese characters with some Pinyin Romanization.,World Language,252
CHINESE 2 HONORS (515),Successful completion of Chinese 1.,5.0,Full Year,9-12,False,True,Completion of a summer assignment is required for this course.The goal of Level 2 honors courses is to enhance students’ ability to communicate in the target language using more complex sentences and to handle everyday life situations with greater fluency and accuracy. This course builds upon the foundations established in Level 1 and introduces students to more advanced grammatical structures and expanded vocabulary. Students will continue to develop their proficiency across the four language domains of listening speaking reading and writing with an emphasis on applying these skills in meaningful real-world contexts. At the completion of a Level 2 Honors course the majority of students are expected to perform at the Intermediate Low range of language proficiency.  Students enrolled in these courses are expected to communicate primarily in the target language in class while engaging in collaborative and independent tasks designed to foster critical thinking and cultural competence.In Level 2 Chinese writing in simplified or traditional characters will be further developed. Reading text is based on Chinese characters with some Pinyin Romanization.,World Language,253
CHINESE 3 CP (535),Successful completion of Chinese 2.,5.0,Full Year,9-12,False,False,The goal of Level 3 courses is for students  to be able to communicate in the target language using strings of sentences and to ask and answer questions to handle transactions of everyday life. The four language domains of listening speaking reading and writing continue to be developed with an emphasis on the development of extensive vocabulary and complex grammatical forms. Cultural competencies are developed through readings presentations and discussions. At the completion of a Level 3 course the majority of students are expected to perform at the Novice-High to Intermediate-Low range of language proficiency.  Students enrolled in these courses are expected to communicate primarily in the target language in class.*In Level 3 Chinese exposure of adapted authentic texts will complement the interpretive skill of the spoken and written Chinese language.  Writing in either traditional or simplified characters will be further developed through increased regular practice.  This course engages students in an exploration of both contemporary and historical Chinese culture.,World Language,254
CHINESE 3 HONORS (530),Successful completion of Chinese 2.,5.0,Full Year,9-12,False,True,Completion of a summer assignment is required for this course.The goal of Level 3 Honors courses is for students to be able to spontaneously produce the target language using strings of sentences and to be able to ask and answer questions to handle transactions of everyday life. Emphasis is placed on understanding and using complex grammatical forms and on the acquisition of extensive vocabulary. Students continue to develop proficiency in the four language domains:  listening speaking reading and writing and to develop linguistic and cultural competence through the sequential building of interpretive interpersonal and presentational skills.  At this level students are challenged with more intensive and extensive communicative experiences. At the completion of a Level 3 Honors course the majority of students are expected to perform at the Intermediate-Low to Intermediate-Mid range of language proficiency.  Students enrolled in these courses are expected to communicate in the target language in class.*Chinese 3 Honors:  Reading of advanced texts written in colloquial Chinese will enhance the student’s mastery of both written Chinese and the grammar and syntax of the spoken language.  Character writing will be further developed through increased practice and training. The course engages students in an exploration of both contemporary and historical Chinese culture.,World Language,255
CHINESE 4 CP (544),Successful completion of Chinese 3.,5.0,Full Year,9-12,False,False,The goals of Level 4 courses are for students to be able to communicate and produce the target language by using strings of sentences and simple paragraphs to ask and answer questions offer opinions summarize compare and contrast and perform oral or written simple analysis on a given topic. The fourth level of language study is based on activities that develop proficiency in the four language domains:  listening speaking reading and writing.  There is extensive study of culture and the development of literacy skills (reading and writing) at this level.  Communicative competence and extensive cultural knowledge are developed through the sequential building of the interpretive interpersonal and presentational modes of communication.  At the completion of a Level 4 course the majority of students are expected to perform at the Intermediate-Low to Intermediate-Mid range of language proficiency.  Students enrolled in these courses are expected to communicate primarily in the target language in class.*In Level 4 Chinese exposure of adapted authentic texts will complement the interpretive skill of the spoken and written Chinese language.  Writing and typing in either traditional or simplified characters will be further developed through increased regular practice.  Language proficiency will be further developed to enable students to successfully speak about a variety of uncomplicated basic and communicative topics and social situations. This course engages students in an exploration of both contemporary and historical Chinese culture.,World Language,256
CHINESE 4 HONORS (545),Successful completion of Chinese 3.,5.0,Full Year,9-12,False,True,Completion of a summer assignment is required for this course. The goals of the Level 4 Honors courses are for students to be able to use complex grammatical forms to discuss cultural concepts and to be able to spontaneously discuss opinions and other abstract ideas. This course focuses on the acquisition of extensive vocabulary the in-depth study of culture the development of literacy skills (listening speaking reading and writing) and preliminary preparation for the Advanced Placement course.  All learning activities are designed to further develop communicative competence in the three modes of communication: interpretive interpersonal and presentational. At the completion of a Level 4 Honors course the majority of students are expected to perform at the Intermediate-Mid to Intermediate-High range of language proficiency.  Students enrolled in these courses are expected to communicate in the target language in class. *Chinese 4 Honors:  Reading of advanced texts written in colloquial Chinese will enhance the student’s mastery of both written Chinese and the grammar and syntax of the spoken language.  Character writing will be further developed through extensive training and practice. The course engages students in an exploration of both contemporary and historical Chinese culture.,World Language,257
AP CHINESE (550),Successful completion of Chinese 4.,5.0,Full Year,10-12,True,False,Completion of a summer assignment is required for this course.Advanced Placement Language and Culture course is designed for the students who wish to receive credit or advanced standing in college.  The course prepares students to take the Advanced Placement exam in Chinese.  Students who enroll should possess a solid command of grammar and competence in listening speaking reading and writing the target language.  AP courses reflect interest in the arts current events literature and sports shared by the students and teacher.  Extensive training in the organization and writing of compositions is included. At the completion of an Advanced Placement course the majority of students are expected to perform at the Intermediate-High to Advanced-Low range of language proficiency.  Students enrolled in these courses are expected to communicate in the target language in class.  It is expected that all students take the AP exam in May.,World Language,258
FRENCH 1 CP (513),None.,5.0,Full Year,9-12,False,False,The goal of Level 1 courses is for students to be able to communicate in the target language using words lists memorized phrases and simple sentences. Level 1 courses are the foundation courses in which basic communication skills pertaining to everyday topics are learned.  Students are introduced to the four basic language domains of listening speaking reading and writing through the use of active learning strategies media and technology.  Basic language usage and cultural awareness are developed through the sequential building of vocabulary and basic grammatical concepts. At the completion of a Level 1 course the majority of students are expected to perform in the Novice-Mid to Novice-High range of language proficiency.  Students enrolled in these courses are expected to participate in the target language activities in class.,World Language,259
